title,rating,body,author,date,TextBlob_sentiment,Pysentimiento_sentiment,BERT_sentiment
Maravillosa!!!,"5,0 de 5 estrellas",Estupendisimos capuchinos!!!,Emi.,Revisado en España el 5 de diciembre de 2022,NEU,POS,POS
El bar en casa,"5,0 de 5 estrellas","Tras un periodo de comparativas y opiniones, decidimos adquirir esta cafetera, que no defrauda y hace un café excelente.",Joaquín Vidal Micó,Revisado en España el 12 de enero de 2022,NEU,POS,POS
Excelente,"5,0 de 5 estrellas","Fácil de usar, muy buena calidad",POPE,Revisado en España el 18 de junio de 2022,NEU,POS,POS
Le falta dos cosas,"5,0 de 5 estrellas","Hace bastante ruido, y manual no está en castellano.",Sergio,Revisado en España el 20 de abril de 2022,NEU,NEG,NEG
No ha llegado el filtro,"5,0 de 5 estrellas",No ha llegado el filtro,Walter,Revisado en España el 21 de mayo de 2022,NEU,NEG,NEG
Café barista en casa,"5,0 de 5 estrellas","Muy bien logrado el sabor del café, permite varias configuraciones. Buena compra",Santiago A.,Revisado en España el 23 de enero de 2022,NEU,POS,POS
Desde que me la cambiaron va perfecta por ahora,"5,0 de 5 estrellas",Es sencilla y fácil de limpiar,Cliente Amazon,Revisado en España el 16 de abril de 2022,NEU,POS,POS
Excelente,"5,0 de 5 estrellas",Excelente producto relacion calidad precio,_Beltrii_,Revisado en España el 5 de abril de 2022,NEU,POS,POS
Es la mejor cafetera que he tenido,"5,0 de 5 estrellas",Muy buen cafe,Anonimo cliente amazon,Revisado en España el 20 de abril de 2022,NEU,POS,POS
Maravilloso cafetera,"5,0 de 5 estrellas",Increible café maravilloso,Pelayo,Revisado en España el 22 de abril de 2022,NEU,POS,POS
Cafetera muy bien acabada. Ocupa espacio pero no excesivo. Buen cafe.,"5,0 de 5 estrellas","Tenia dudas sobre el tamaño y no sabia si iba a ocupar demasiado espacio. La cafetera es grande con respecto a la típica nespresso aunque no es un tamaño excesivo. He notado un mejoría sobre el café de la nespresso y un ahorro importante en café por lo que estoy bastante contento con la compra. Utilizo café normal en grano y café descafeinado molido de forma esporádica. La posibilidad de usar dos tipos de café es lo que más gusto de la cafetera por siempre viene bien un descafeinado.
EDITO.
Después de dos años y medio de uso todavía más contento con la cafetera funciona perfectamente no me ha dado ningún problema ni error ni fallo, siempre que detecta falta de agua o café, repones y a funcionar.
Respecto al consumo, poniendo el selector al máximo de intensidad gasta unos 10 gr por cafe.",Jose Miguel Ruiz,Revisado en España el 26 de diciembre de 2018,POS,POS,POS
Café 5 estrellas,"5,0 de 5 estrellas","La cafetera De'Longhi Magnífica S ha sido una adición fantástica a nuestra cocina. Como amantes del café, estamos muy impresionados con la calidad y el sabor del café que produce.

El proceso de preparación es increíblemente fácil gracias a sus funciones automáticas. Con solo presionar un botón, puedo disfrutar de un espresso perfecto o un cappuccino cremoso en cuestión de minutos. El molinillo integrado permite ajustar la finura del café, lo que garantiza una taza de café a nuestro gusto.

El sistema de espumado de leche funciona de maravilla, produciendo una espuma suave y rica ideal para lattes y cappuccinos. Además, la limpieza es sencilla gracias a las piezas extraíbles y al sistema de limpieza automática.

La cafetera también tiene un diseño elegante y compacto que se adapta perfectamente a nuestra encimera sin ocupar mucho espacio. El depósito de agua y el contenedor de granos son lo suficientemente grandes para varios días de uso sin necesidad de rellenarlos constantemente.

En resumen, la De'Longhi Magnífica S ofrece una experiencia de café de calidad de cafetería en la comodidad de nuestro hogar. Estamos muy contentos con nuestra compra y la recomendamos a cualquiera que busque una cafetera superautomática eficiente y de alta calidad.

Cinco estrellas bien merecidas. ¡Una inversión que vale cada centavo!",Jonathan,Revisado en España el 26 de mayo de 2024,POS,POS,POS
Muy buen gusto,"4,0 de 5 estrellas","La cafetera en su conjunto es muy buena. Tiene varios puntos buenos y un par de malos.
Puntos positivos:
- Calidad precio muy buena
- Diferentes largos de café para expresso o para cafés largos (simples o dobles)
- Configuración del tiempo encendido como de la temperatura del café
- Aunque la mayor parte de la cafetera está fabricada en plástico, es de buena calidad.
- Posibilidad de espumar la leche así como de poder sacar agua caliente para té.
- Autolimpieza al encender y al apagar
- Posibilidad de tener dos tipos de cafés. Uno ya molido y otro en grano que puedes usar 'fácilimente'
Contras
- En la autolimpieza, usa cantidad de agua descomunal. No tiene sentido la cantidad que gasta
- La parte del café en polvo no siempre funciona bien. Si te pasas de café, no funciona. Si pones poco, tampoco y no siempre es fácil de gestionar",IG-ISSI,Revisado en España el 2 de agosto de 2024,NEU,NEU,NEG
Altamente recomendable su compra.,"5,0 de 5 estrellas",Es una cafetera realmente buena. No desperdicia agua tan solo se mantiene limpia en todo momento. Hace muy buen cafe y se de lo que hablo ya que soy camarero y he trabajado con molinillos manuales y es necesario una buena carga y un buen molido. Yo la tengo puesta a un 4 de molinillo max de cafe y agua super caliente. La capacidad de café es muy buena. Las infusiones se hacen en un momento y la crema de capuchinos es realmente buena,Cliente Amazon,Revisado en España el 18 de enero de 2018,POS,POS,POS
Por ahora satisfecho,"4,0 de 5 estrellas","La cafetera funciona muy bien. Tuve el modelo antiguo de esta misma marca. La compré hace 14 años y hico cientos o quizás miles de cafés. La tuve que reparar un par de veces. Me pareció que podía estar muy satisfecho con el resultado de esa máquina. Por eso he vuelto a confiar en Delonghi.
La máquina estéticamente es bonita. Ruido el normal, no se puede esperar que un molinillo no haga ruido. He leído alguna reseña en que hablan del ""timo"" del filtro. Este usuario no se ha leído las instrucciones de la máquina. En mi caso como no uso agua del grifo no le pongo el filtro y la máquina puede funcionar sin él. Simplemente en la configuración de la máquina indicas que funciona dincrl filtro y la máquina no te indicara que lo debes cambiar. Otro usuario habla de que viene con restos de café. Esto puede suceder, no en mi caso pero también indica el libro que se debe a las pruebas de ajuste que se hacen en fábrica. En mi caso venía perfectamente ajustada en cuanto al nivel de molienda. El café sale con crema y a la velocidad adecuada. Si, gasta agua, se limpia al inicio de la preparación y al apagar la máquina pero no resulta excesivo si nos es que eres una cafetería profesional.
No es una cafetera de alta gama pero se pueden conseguir buenas bebidas de café con ella. Puedes programar 3 niveles distintos de intensidad del café. Esto hace variar la cantidad de café que se usa en cada descarga. También 3 niveles diferentes de cantidad de agua, para expreso, café largo y americano. Me costó decidirme por esta por el tema molinillo. Quería un molinillo de piezas cerámicas, Delonghi no las fabrica con este molinillo. Finalmente he decidido por esta y estoy contento. Los botones táctiles le dan un toque de modernidad
Buena máquina.",Albert,Revisado en España el 16 de junio de 2024,POS,NEU,POS
LO MEJOR: LA AUTOLIMPIEZA Y NO MÁS CÁPSULAS! Más sostenible,"5,0 de 5 estrellas","EDITO OPINIÓN ENERO 2021
TRAS DOS AÑOS Y MEDIO DE USO, la cafetera funciona como el primer día.
La autolimpieza me quita muchísimo trabajo y el tener siempre puesta una taza para que recoja el agua de la autolimpieza y ahorrarme tener que vaciar la bandeja está genial.
Sólo tengo que cambiar el filtro cada dos meses y hacer la descalificación cuando la máquina lo pide, por ahora sólo la he tenido que hacer dos veces, cada 10 o 12 meses más o menos. Depende del uso que se le de. La primera descalcificación fue al año de comprarla, pero ahora la usamos mucho más y me la pide cada 10 meses aproximadamente.
También estoy contenta por estar generando muchos menos residuos que con las cafeteras de cápsulas, y contribuyendo de alguna manera a cuidar un poco más el medio ambiente que cuando teníamos la Nespresso.
Estamos encantados con esta cafetera.
Repetiríamos la compra sin dudarlo.

OPINIÓN INICIAL
Escribo la opinión después de varios meses de uso.

Lo mejor de esta máquina, aparte del buen café que hace, molido en el momento, es el POQUÍSIMO MANTENIMIENTO que tiene.
A veces da pereza usar los pequeños electrodomésticos de cocina por el rollo que es limpiarlos después, pero gracias a la autolimpieza que hace al encenderse y al apagarse, el mantenimiento es mínimo. En el manual recomiendan una limpieza del depósito y de las partes accesibles de la máquina una vez al mes. Aparte de éso, hay que descalcificar cada varios meses (la máquina avisa de cuándo es necesario) y cambiar el filtro del agua cada dos meses.

Empecé usando agua embotellada, pensando que sería mejor para la máquina y que haría más rico el café, pero después de unos meses he notado una cantidad enorme de residuo mineral en el depósito del agua cuando lo limpiaba (el agua mineral que utilizaba, de una muy conocida marca, tiene una dureza de 4 sobre 5). Así que he decidí cambiar al agua del grifo porque en mi zona no es dura. La cantidad de residuo ha empezado a ser muchísimo menor, apenas se aprecia.

En cuanto al ruido, algo hace, pero no se puede pedir que limpie todo el circuito interno y muela café sin hacer ruido. A nosotros desde luego nos compensa.

Por ponerle alguna pega, es muy grande, ocupa un montón en la cocina. No fuimos conscientes de lo grande que es hasta que la tuvimos en casa.

Aún así, estamos encantados con la compra.",Hanna 🌷,Revisado en España el 5 de agosto de 2018,NEU,NEU,POS
La mejor compra que he hecho últimamente,"5,0 de 5 estrellas","Llevo un par de meses con la cafetera y creo que puedo hacer ya una valoración más o menos acertada de sus ventajas e inconvenientes.

Empecemos por los pros: el café que hace es espectacular. Eso sí, tienes que calibrar bien la máquina. En mi experiencia, te llevará varios cafés encontrar el punto ideal del café, tanto por la molienda como la temperatura o cantidad de café en carga. Pero una vez que lo encuentres mercería la pena (no desesperes, es mi primer consejo). Otra cosa importante: el café que uses se nota bastante. Yo he ido usando desde marcas más comerciales a cafés más exclusivos y ciertamente se nota mucho la diferencia en el sabor. Sobre el capuchinador también tengo puntos a favor. Fácil de manejar, espuma buena y bien para calentar la leche.

Y ahora los puntos negativo. Yo encuentro fundamentalmente dos. El primero es la cantidad de agua que la máquina desprecia ya que al encenderla y pagarla hace una descarga de agua para limpiar los conductos. Esto en si no es malo, pero si bebes poco café o quieres hacerte simplemente un café corto debes saber que vas a tirar más agua de la que vas a usar para hacerte el café (la cantidad de agua que pierdes en cada encendido/apagado es equivalente a la que usas para un café con leche). Si en casas sois muchos o vas a usar la máquina para las visitas y harás muchos cafés consecutivos entonces este problema se minimiza. Sobre el gasto de agua, al mes y medio ya me pidió la máquina una limpieza de conductos, y aqui también se pierde bastante agua. El otro problema que veo es que existe un único depósito en el que poner el café por lo que no puedes tener café y descafeinado, por ejemplo. Esto se minimiza porque hay un compartimento pequeño que permite meter café molido por lo que puedes dejar el compartimento principal para el café y poner el descafeinado en el molido si alguien te lo pide.

El balance general: creo que la máquina es cara pero si valoras el café de calidad los pros superan a los contras. Yo la recomendaría. Estoy muy contento con la máquina a pesar del agua que gasta.",ismaelrl,Revisado en España el 28 de febrero de 2021,POS,POS,POS
Buena relación calidad - precio,"3,0 de 5 estrellas","Aspectos Positivos:
Calidad del Café: Esta cafetera ofrece una excelente calidad de café, comparable a la de una cafetería. Puedes preparar espresso, cappuccino y otras variedades con facilidad.

Facilidad de Uso: La interfaz de usuario es bastante intuitiva. Los botones y la rueda de control permiten ajustar la cantidad de café y el nivel de molienda de manera sencilla.

Personalización: Puedes personalizar tu bebida ajustando la intensidad, la cantidad de café y la temperatura del agua. Esto es ideal para adaptarse a tus preferencias personales.

Sistema de Espumado: La boquilla para leche permite preparar cappuccinos y lattes con una espuma de leche cremosa. Aunque no es automática, es fácil de usar y ofrece buenos resultados.

Compacta: A pesar de ser una máquina superautomática, su diseño es relativamente compacto, lo que la hace adecuada para cocinas con espacio limitado.

Mantenimiento: La máquina cuenta con programas automáticos de limpieza y descalcificación, lo que facilita su mantenimiento.

Aspectos Negativos:
Ruido: la máquina puede ser bastante ruidosa durante el proceso de molienda y preparación del café. Esto puede ser un inconveniente, especialmente en las mañanas tranquilas.

Boquilla Manual para la Leche: Aunque el sistema de espumado manual produce una buena espuma, no es tan conveniente como los sistemas automáticos que se encuentran en modelos de gama alta. Requiere algo de práctica para obtener la espuma perfecta.

Capacidad del Depósito de Agua: El depósito de agua tiene una capacidad moderada, lo que significa que puede necesitar ser rellenado con frecuencia si se usa mucho. Esto puede ser un inconveniente para usuarios que preparan muchas tazas de café al día.

Durabilidad del Molinillo: Aunque el molinillo de esta máquina es efectivo, algunos usuarios han reportado que puede desgastarse más rápido de lo esperado, especialmente con un uso intensivo.

Precio de los Repuestos: Los repuestos y accesorios originales pueden ser costosos. Esto incluye elementos como los filtros de agua y las pastillas de limpieza.

Interfaz Limitada: La interfaz de usuario, aunque fácil de usar, puede parecer algo básica para aquellos que buscan más opciones avanzadas y personalizaciones detalladas que ofrecen modelos más caros.

Conclusión
La De'Longhi Magnifica S ECAM11.112.B es una excelente opción para quienes buscan una cafetera superautomática de calidad que ofrezca una buena relación calidad-precio. Produce un café de alta calidad y es fácil de usar, aunque tiene algunos inconvenientes menores que podrían influir en tu decisión si tienes necesidades específicas. En general, es una máquina muy recomendable para los amantes del café que valoran la conveniencia y la personalización en su experiencia de preparación de café.",Adrian Quintín Cárdenas,Revisado en España el 23 de junio de 2024,POS,POS,POS
